Index,Formula,Decomposition Energy,Band Gap,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
201,MA1Sn1Cl0.75Br2.25,-0.23859375,1.7246,0,0,0,1,0,0,0,0,0,1,0,0.25,0.75,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.9225,308.6825,242.505,3.1435,68.791175,330.65,1167.7,4.767,13.59375,3.01,30.5,3.75
202,MA1Ca0.25Sr0.25Ge0.38Pb0.12Cl3,-0.101493746,3.8237,0,0,0,1,0,0.25,0.25,0,0.375,0,0.125,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.9125,2271,1067.89375,4.43625,85.05325,-22.25,660.05,16.70375,220.4925,1.5325,36.75,4.5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
203,Cs1Ca1Cl1.88I1.12,-0.003134773,3.8115,0,0,1,0,0,1,0,0,0,0,0,0.625,0,0.375,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.95625,321.05,252.61875,3.8575,69.747125,328.7375,1160.0875,4.91625,14.2125,2.9725,30.5,3.75
204,K0.5Cs0.12MA0.38Sr1Br3,0.082654793,4.1158,0.5,0,0.125,0.375,0,0,1,0,0,0,0,0,1,0,1.78625,734.625,273.9675,0.92625,48.199825,33.12125,603.6125,3.72525,55.88,1.465,43.75,5.375,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
205,MA0.5FA0.5Ca1Cl3,0.127401112,4.3061,0,0,0,0.5,0.5,1,0,0,0,0,0,1,0,0,2.35,293,267.5,0.9,38.6,8.64,887.5,6.315,26.45,2.56,82,7.5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
206,MA1Sr0.5Ge0.5I3,0.105785894,2.6163,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.895,2381,1126.75,3.93,80.115,-24,655.8,20,235.6,1.48,35,4.5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
207,K1Ge1I3,0.321666289,0.5374,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
208,Cs1Ba1Cl0.38I2.62,0.202837852,3.5041,0,0,1,0,0,0,0,1,0,0,0,0.125,0,0.875,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.15125,430.21,359.88375,4.7155,115.473025,301.9875,1038.7375,7.19125,19.5625,2.7225,48.5,4.75
209,FA1Sr0.88Pb0.12I3,0.09983018,3.1558,0,0,0,0,1,0,0.875,0,0,0,0.125,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.25125,1701,986.83125,3.64125,102.5675,-133.25,570.25,7.77125,142.025,1.1225,43.5,5.125,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
210,K0.12Rb0.38Cs0.5Sn1I3,-0.056213369,0.4337,0.125,0.375,0.5,0,0,0,0,0,0,1,0,0,0,1,1.6625,961.5,310.10625,1.617,103.3904125,46.37375,391.325,2.21475,69.4325,0.805,43.75,5.375,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
211,Rb1Sr1Cl3,0.171397388,4.6052,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
212,Rb1Pb1Cl3,-0.003417341,2.1821,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
213,K1Ca1I3,0.419070173,3.258,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
214,Rb1Ba1Cl0.38I2.62,0.111585425,3.798,0,1,0,0,0,0,0,1,0,0,0,0.125,0,0.875,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.15125,430.21,359.88375,4.7155,115.473025,301.9875,1038.7375,7.19125,19.5625,2.7225,48.5,4.75
215,Cs1Pb1Cl0.38Br2.62,-0.189113173,1.7803,0,0,1,0,0,0,0,0,0,0,1,0.125,0.875,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.94125,320.26625,254.2275,3.13175,74.3475875,327.625,1153.8,5.0265,14.159375,2.985,32.75,3.875
216,K0.25Rb0.12Cs0.12MA0.5Ca1I3,0.123207281,3.6484,0.25,0.125,0.125,0.5,0,1,0,0,0,0,0,0,0,1,1.88125,629.875,251.47125,0.99025,53.121225,27.9775,665.0375,4.2015,48.2925,1.68125,52.75,5.875,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
217,Cs1Ba0.25Pb0.75I3,0.153314401,1.9674,0,0,1,0,0,0,0,0.25,0,0,0.75,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.2475,2036.75,700.9875,9.41,189.7325,69.5,662.35,5.58,168.475,1.97,75.5,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
218,Cs1Sn1Cl1.12Br1.88,-0.296261765,0.6811,0,0,1,0,0,0,0,0,0,1,0,0.375,0.625,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.90375,297.09875,230.7825,3.15525,63.2347625,333.675,1181.6,4.5075,13.028125,3.035,28.25,3.625
219,FA1Sr0.25Ba0.25Ge0.12Sn0.25Pb0.12I3,0.146867904,2.6472,0,0,0,0,1,0,0.25,0.25,0.125,0.25,0.125,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.0625,2293.5,863.79875,5.44375,120.89125,4,624.95,10.42375,205.8925,1.4925,50.25,5.25,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
220,K0.62Rb0.12Cs0.25Pb1I3,0.354661218,1.4586,0.625,0.125,0.25,0,0,0,0,0,0,0,1,0,0,1,1.58,1001.75,324.96375,1.1965,68.3462625,47.45875,406.05,2.27175,73.6475,0.8125,30.25,4.625,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
221,Cs1Sr1Br2.25I0.75,0.007402781,3.8461,0,0,1,0,0,0,1,0,0,0,0,0,0.75,0.25,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.02,363.2625,296.1375,3.5725,91.654125,317.275,1107.025,5.9045,16.26875,2.885,39.5,4.25
222,K0.12Rb0.12MA0.75Pb1I3,0.078307604,1.8971,0.125,0.125,0,0.75,0,0,0,0,0,0,1,0,0,1,2.0175,449.5,216.92875,0.824,39.6457625,18.41625,797.225,5.18125,36.1875,2.1175,61.75,6.375,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
223,K0.25Rb0.25MA0.5Ca1Cl3,-0.066179542,5.0801,0.25,0.25,0,0.5,0,1,0,0,0,0,0,1,0,0,1.865,632,252.8575,0.948,47.191525,28.1525,668.45,4.2325,48.475,1.685,50.5,5.75,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
224,Rb1Sr1Br0.38I2.62,0.250051386,3.2687,0,1,0,0,0,0,1,0,0,0,0,0,0.125,0.875,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.17,441.79375,371.60625,4.70375,121.0294375,298.9625,1024.8375,7.45075,20.128125,2.6975,50.75,4.875
225,FA1Ca1Br1.12I1.88,0.191614226,3.5098,0,0,0,0,1,1,0,0,0,0,0,0,0.375,0.625,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
226,K0.12FA0.88Sn1Br3,-0.174339436,1.5969,0.125,0,0,0,0.875,0,0,0,0,1,0,0,1,0,2.4025,408.25,351.85,1.07,44.3497875,13.57,795.225,5.97875,34.9875,2.35125,82,7.5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
227,Rb1Ca0.5Sr0.25Ge0.12Sn0.12Cl3,-0.053209594,3.7382,0,1,0,0,0,0.5,0.25,0,0.125,0.125,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.97,2040.125,1031.0775,2.98875,65.859,-89.875,616.1125,11.19,189.64375,1.23375,29.75,4.375,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
228,Cs1Ca1Cl0.38I2.62,0.03496074,3.6455,0,0,1,0,0,1,0,0,0,0,0,0.125,0,0.875,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.15125,430.21,359.88375,4.7155,115.473025,301.9875,1038.7375,7.19125,19.5625,2.7225,48.5,4.75
229,K0.5Rb0.12FA0.38Sr1Br3,0.126168407,4.1246,0.5,0.125,0,0,0.375,0,1,0,0,0,0,0,1,0,1.905,756.25,340.22875,1.034,47.145125,33.26625,578.15,3.895,57.975,1.47625,48.25,5.625,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
230,K0.38Cs0.12MA0.5Ca1I3,0.145788966,3.649,0.375,0,0.125,0.5,0,1,0,0,0,0,0,0,0,1,1.86875,638.875,254.4925,0.90625,47.3250375,28.16125,667.0125,4.20025,49.255,1.68125,50.5,5.75,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
231,Rb0.38Cs0.25MA0.38Ge1Br3,-0.255271477,1.5266,0,0.375,0.25,0.375,0,0,0,0,1,0,0,0,1,0,1.8525,696.5,260.49625,1.3045,77.314275,32.21125,592.3,3.69925,51.8475,1.46125,55,6,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
232,K0.25Cs0.12FA0.62Sr1I3,0.100625065,3.3728,0.25,0,0.125,0,0.625,0,1,0,0,0,0,0,0,1,2.17625,575.625,343.1425,1.13625,54.57525,23.15125,682.2875,4.9065,45.8175,1.91,68.5,6.75,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
233,FA1Ge1Br1.12I1.88,-0.088266751,1.9159,0,0,0,0,1,0,0,0,1,0,0,0,0.375,0.625,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
234,Cs1Ba1Cl0.75I2.25,0.08650726,3.7196,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0.75,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.1025,402.92,333.0675,4.501,104.04155,308.675,1069.075,6.6225,18.225,2.785,44,4.5
235,Rb1Sn1I3,0.04533904,0.4072,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
236,K1Ge1Cl0.75Br2.25,0.010576923,0.6175,1,0,0,0,0,0,0,0,1,0,0,0.25,0.75,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.9225,308.6825,242.505,3.1435,68.791175,330.65,1167.7,4.767,13.59375,3.01,30.5,3.75
237,K0.38Cs0.12MA0.5Sr1Cl3,0.06716011,4.8886,0.375,0,0.125,0.5,0,0,1,0,0,0,0,1,0,0,1.86875,638.875,254.4925,0.90625,47.3250375,28.16125,667.0125,4.20025,49.255,1.68125,50.5,5.75,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
238,Rb1Ba1Cl1.88I1.12,0.215582356,3.6128,0,1,0,0,0,0,0,1,0,0,0,0.625,0,0.375,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.95625,321.05,252.61875,3.8575,69.747125,328.7375,1160.0875,4.91625,14.2125,2.9725,30.5,3.75
239,FA1Sr1Cl3,0.001014103,4.7083,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
240,K1Sr0.12Ba0.5Sn0.25Pb0.12Br3,0.571108083,2.9863,1,0,0,0,0,0,0.125,0.5,0,0.25,0.125,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19375,2217.75,832.61125,5.35875,135.195,-3,586.725,7.42625,182.0425,1.345,55.5,5.625,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
241,K1Ca0.88Ba0.12I3,0.47819242,3.2019,1,0,0,0,0,0.875,0,0.125,0,0,0,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.0525,1797.125,1098.25,1.805,52.2345,-143,578.9375,8.465,152.86125,0.98625,24.5,4.25,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
242,K1Ca0.5Ba0.5Br3,0.464577617,3.6814,1,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.21,1917.5,1057,2.57,88.704,-104,546.35,8.27,147.435,0.945,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
243,K0.5Rb0.25Cs0.25Sr1Br3,0.225020115,3.8354,0.5,0.25,0.25,0,0,0,1,0,0,0,0,0,1,0,1.5925,992.75,321.9425,1.2805,74.14245,47.275,404.075,2.273,72.685,0.8125,32.5,4.75,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
244,FA1Ca1Br2.62I0.38,0.102807239,3.6501,0,0,0,0,1,1,0,0,0,0,0,0,0.875,0.125,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.99,347.55625,281.04375,3.34625,85.7790625,320.9375,1123.4625,5.59525,15.496875,2.9225,37.25,4.125
245,K0.12Rb0.88Sr1Br3,0.211615708,3.856,0.125,0.875,0,0,0,0,1,0,0,0,0,0,1,0,1.5975,970,315.65125,1.448,79.6716125,47.07375,404.975,2.33875,70.1625,0.82,34.75,4.875,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
246,MA1Ca0.38Ge0.5Pb0.12Br3,-0.123386424,2.1829,0,0,0,1,0,0.375,0,0,0.5,0,0.125,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.78875,2465.25,1097.83125,4.66,77.23425,15.25,691.6625,19.695,247.38875,1.67125,33.75,4.25,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
247,K1Ge1Cl1.5Br1.5,-0.034751172,0.696,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.885,285.515,219.06,3.167,57.67835,336.7,1195.5,4.248,12.4625,3.06,26,3.5
248,FA1Ca0.25Sr0.12Pb0.62Br3,0.051231745,2.8178,0,0,0,0,1,0.25,0.125,0,0,0,0.625,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.15125,1910.5,783.65625,7.79875,150.472,8.75,663.325,6.13875,166.9675,1.825,61,5.375,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
249,FA1Ge1Cl1.5Br1.5,-0.390682941,2.6827,0,0,0,0,1,0,0,0,1,0,0,0.5,0.5,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.885,285.515,219.06,3.167,57.67835,336.7,1195.5,4.248,12.4625,3.06,26,3.5
250,MA1Ba0.25Pb0.75I3,0.067883932,1.9982,0,0,0,1,0,0,0,0.25,0,0,0.75,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.2475,2036.75,700.9875,9.41,189.7325,69.5,662.35,5.58,168.475,1.97,75.5,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
251,K1Ca0.12Sr0.25Ge0.25Sn0.12Pb0.25I3,0.450653759,1.5527,1,0,0,0,0,0.125,0.25,0,0.25,0.125,0.25,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.95875,2275.375,915.6775,5.91,111.706,11.125,669.075,13.15875,217.905,1.6925,46.75,4.875,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
252,MA1Ca0.12Sr0.5Ba0.12Pb0.25I3,0.044990232,2.9243,0,0,0,1,0,0.125,0.5,0.125,0,0,0.25,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.23,1812.625,935.4125,4.75,117.786,-82.5,590.2125,7.36,149.78375,1.29375,49,5.25,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
253,Cs1Ca1Br3,-0.220357311,4.4002,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
254,MA1Sr0.25Ba0.25Ge0.38Sn0.12I3,0.097467302,2.6136,0,0,0,1,0,0,0.25,0.25,0.375,0.125,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.9575,2457.875,1028.4525,4.44125,98.305,5.125,637.4625,16.8775,230.93375,1.45875,41.75,4.875,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
255,Cs1Ba1Cl2.62I0.38,0.373489507,4.067,0,0,1,0,0,0,0,1,0,0,0,0.875,0,0.125,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.85875,266.47,198.98625,3.4285,46.884175,342.1125,1220.7625,3.77875,11.5375,3.0975,21.5,3.25
256,MA1Sn1Br0.38I2.62,-0.151067758,1.0275,0,0,0,1,0,0,0,0,0,1,0,0,0.125,0.875,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.17,441.79375,371.60625,4.70375,121.0294375,298.9625,1024.8375,7.45075,20.128125,2.6975,50.75,4.875
257,Cs1Ca0.25Sr0.25Sn0.25Pb0.25I3,0.031102593,2.7319,0,0,1,0,0,0.25,0.25,0,0,0.25,0.25,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.04,2077.75,814.9425,5.6875,113.402,-23.25,640.85,7.175,189.96,1.56,47.5,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
258,MA1Ba0.12Sn0.88I3,-0.09596289,1.1118,0,0,0,1,0,0,0,0.125,0,0.875,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.79875,2776.25,567.23,6.845,121.0375,99.375,682.8875,7.30125,271.59875,1.82625,50.75,5.125,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
259,K0.5MA0.5Sn1Br3,-0.107220645,1.5422,0.5,0,0,0.5,0,0,0,0,0,1,0,0,1,0,1.84,650,258.9,0.78,35.59915,28.52,672.4,4.23,50.4,1.685,46,5.5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
260,Cs1Ca1Br1.88I1.12,-0.08743486,3.7057,0,0,1,0,0,1,0,0,0,0,0,0,0.625,0.375,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.05,378.96875,311.23125,3.79875,97.5291875,313.6125,1090.5875,6.21375,17.040625,2.8475,41.75,4.375
261,Rb1Sr1Cl2.62Br0.38,0.166697603,4.3523,0,1,0,0,0,0,1,0,0,0,0,0.875,0.125,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.82875,250.76375,183.8925,3.20225,41.0091125,345.775,1237.2,3.4695,10.765625,3.135,19.25,3.125
262,K0.62FA0.38Ca1I3,0.279580277,3.4229,0.625,0,0,0,0.375,1,0,0,0,0,0,0,0,1,1.8925,765.25,343.25,0.95,41.3489375,33.45,580.125,3.89375,58.9375,1.47625,46,5.5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
263,K1Ca0.88Ge0.12I3,0.420738837,3.0632,1,0,0,0,0,0.875,0,0,0.125,0,0,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.94125,1925.75,1124.4375,2.02125,44.1445,-121.5,611.3375,11.43875,177.12375,1.12625,21.5,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
264,FA1Ba0.5Ge0.12Sn0.25Pb0.12Br3,0.166298843,3.1938,0,0,0,0,1,0,0,0.5,0.125,0.25,0.125,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.1025,2399.25,853.79875,5.70625,133.31875,33,613.3,10.37625,206.7175,1.4775,54.75,5.5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
265,MA1Sr1Cl1.12Br1.88,-0.020888065,4.4645,0,0,0,1,0,0,1,0,0,0,0,0.375,0.625,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.90375,297.09875,230.7825,3.15525,63.2347625,333.675,1181.6,4.5075,13.028125,3.035,28.25,3.625
266,FA1Sn1Cl1.12Br1.88,-0.249169811,2.2211,0,0,0,0,1,0,0,0,0,1,0,0.375,0.625,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.90375,297.09875,230.7825,3.15525,63.2347625,333.675,1181.6,4.5075,13.028125,3.035,28.25,3.625
267,FA1Ca1I3,0.24824972,3.4387,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
